ID	Target	SENTENCE1	SENTENCE2	ANSWER	start_s1	end_s1	start_s2	end_s2
6479	맞	마오쩌둥의 고향인 후난성 샹탄시 정부의 리장난 부서기는 14일 “12월26일 마오 전 주석의 탄생 120돌을 맞아 기념행사에 이미 19억4700만위안(약 3500억원)을 투입했다”며 “마오 전 주석 기념 활동은 최우선이자 최대의 정치적 임무”라고 강조했다고 <샹탄일보>가 보도했다.	안홍준 의원은 “오늘 이 자리가 반 총장에 초점이 맞춰진 게 부적절하다”면서도 “반 총장 임기가 2016년 12월31일로 (대선과) 시기적으로 딱 맞으니 2017년에 도저히 당내 인사로 정권 창출이 어렵다면 대안으로 반 총장 (카드를) 쓸 수 있다고 생각한다”고 했다.	False	61	62	82	83
6480	가리	발스 총리의 말은 여성의 몸을 가리는 부르키니가 프랑스 공화국 가치와 맞지 않는다는 뜻을 내비친 것이다.	뮤지컬·TV·영화 가리지 않고 작은 공간이라도 있으면 언제든 들어가고 싶어요.	False	17	19	10	12
6481	들	복지교육위는 의원 7명 전원이 참석하기로 했으며, 공무원 3명을 포함해 1800만원 안팎의 예산이 들 것으로 보고 있다.	그러자 북한은 인민군 총사령관 명의로 유엔군 사령관에게 사과 메시지를 전달하며 백기를 들었다.	False	55	56	48	49
6482	차	"검(劍) 역시 허리에 차지 않고, 끈을 어깨에 묶어 차지요."""	오후 3시 강의 시작을 20분 앞두고 강의실에 도착했을 때 강당 안 좌석 287곳은 이미 가득차 있었다.	False	12	13	52	53
6483	보여	"이 총장은 ""자기주도적 학습시스템인 스타트 프로그램은 전주대가 슈퍼스타를 키워내겠다는 열의를 단적으로 보여주는 사례라고 볼 수 있다""며 ""자기주도적 학습으로 도전정신을 키우고 스스로의 역량을 극대화시키는 프로그램으로 매년 수백명의 학생들이 장학금을 받고 있으며, 수십여명이 해외연수 혜택을 얻고 있다""고 말했다."	야당이 ‘이명박근혜’라고 지적할 정도로 현직 대통령과 여당 후보가 긴밀한 관계를 유지하고 있는 점도 보수진영의 총결집 양상을 보여준다.	True	57	59	70	72
6484	보이	젊은층이 야권 지지 성향을 보이는 이면엔 ‘계층 간 갈등’이 내재한다는 분석도 있었다.	한 중진 의원은 “비대위 활동 과정에서 당내 계파와 청와대, 여론 등과 충돌하게 될 것”이라며 “김종인이라는 선명한 브레인은 잡았지만, 이런 정치적 저항들을 돌파해내는 일을 할 수 있는 비대위원이 보이지 않는다는 점이 우려스럽다”고 말했다.	False	15	17	110	112
6485	들	이날 파나마 당국은 청천강호에서 무기 부품이 들어 있는 컨테이너 2개를 추가로 발견했다고 밝혔다.	또 군 당국이 이 사건을 언론 보도로 알려지기 전까지 공개하지 않은 점 등을 들어 축소·은폐 의혹을 제기하며 “사건을 6사단에서 국방부의 조사본부와 검찰단에 이첩해야 한다”고 주장한 바 있다.	False	25	26	43	44
6486	썼	특목고를 지망하는 초등학생은 월평균 32만9천원, 자율고를 지망하는 초등학생은 월평균 27만원을 썼는데, 이는 전체 초등학생 평균 사교육비인 24만1천원에 견줘 높은 액수다.	"""'패거리'를 지어 중국을 막으려는 생각은 필리핀의 환상에 불과하다""고도 썼다."	False	54	55	41	42
6487	벌어진	"세월호 관련 시위 과정에서 벌어진 불법 행위들을 수사 중인 서울 종로경찰서 관계자는 ""채증 자료 등을 토대로 혐의가 확인되면 공무집행 방해나 공용물 손상 혐의 등으로 입건할 수 있다""고 밝혔다."	‘증세냐, 감세냐?’를 놓고 벌어진 토론의 현장에서 학생들이 논문이나 신문기사에 나온 이야기를 앵무새처럼 읊었을 때 심사위원이 던진 질문이 그렇다.	True	15	18	16	19
6488	타	뇌병변 2급 장애인인 이환석씨가 휠체어를 타고 옆을 지키고, 간질을 앓는 정재훈씨는 자전거를 타고 동행한다.	산부인과가 없어 애를 낳지 못하는 것은 물론이고 응급실이 없어 한밤중에 2시간 떨어진 강릉이나 원주까지 차를 타고 나가야 한다”고 말했다.	True	23	24	61	62
6489	빨	조금 신고는 곧 빨아서 다시 신는 것이 오래 신는 법입니다’라며 양말을 자주 빨것을 권했다.	수사가 한창일 때는 화장실에서 속옷과 양말을 빨고, 조사실에서 일주일씩 밤을 새울 정도로 집요했다.	True	43	44	25	26
6490	가리	어떤 후보가 우리나라 교육을 책임질 자격이 있는 인물인지, 어떤 교육 철학과 정책으로 아이들을 보듬어 나갈지, 유권자 입장에서 옥석 가리기가 도무지 힘들다 보니 선거를 코앞에 둔 최근까지도 여론조사 하면 대중적으로 유명세 탄 후보가 앞서거나, 현직 교육감이 유리하거나, 응답자 절반 넘게 '무응답'해버리는 '깜깜이 선거' 그 자체다.	반응이 좋자 대우증권은 조만간 원유·금·외환 등을 가리지 않고 투자하는 상품도 내놓을 계획이다.	True	74	76	28	30
6491	보인	전문가들의 의견을 종합해 보면 이런 변화는 한국에 긍정적 효과와 부정적 효과를 동시에 가져올 것으로 보인다.	이 당선자는 취임 후에도 대법원 판결을 초조하게 기다려야 할 것으로 보인다.	True	56	58	38	40
6492	뛰	"""선수들이 열심히 뛰는 모습을 지켜보면 감독으로서도 같이 뛰는 것 같아 기분이 좋아요."" NC의 초대 사령탑인 김경문 감독은 흐뭇한 표정이었다."	당시 금리는 4.3% 수준이었지만 기준금리가 오르면서 올 초엔 은행 대출금리도 4.8%로 뛰었다.	False	32	33	50	51
6493	따르	홍콩 정부 이민국에 따르면, 정부의 결혼등록소 부설 예식장을 이용하는 커플이 조금씩 줄고 있다.	부동산114에 따르면 6억∼9억 원 주택은 서울 20만9430채를 비롯해 전국적으로 30만4882채가 있다.	True	11	13	8	10
6494	빠졌	상대 유격수가 1루에서 2루로 뛰던 주자를 잡으려고 2루에 송구했는데, 공이 뒤로 빠졌다.	"경찰은 ""집배원 김씨가 재빨리 집안으로 뛰어들지 않았다면 노인이 위험한 상태에 빠졌을 것""이라고 말했다."	False	46	48	44	46
6495	맞	순항하던 미국의 소셜 네트워킹 서비스(SNS·사람들이 자신의 생각과 의견, 경험 등을 서로 공유하기 위해 사용하는 쌍방향 온라인 서비스)가 역풍을 맞고 있다.	이 기능은 엔진의 반응, 트랜스미션의 변속 스케줄, 스티어링 휠 반응을 4가지 운전 특성(스포츠, 에코, 스노, 오토)에 맞게 조절해 최적의 주행 환경을 제공한다.	False	82	83	68	69
6496	차	정부가 조직한 '진리의 형제들'이란 이름의 사설 진압대가 칼을 차고 진압에 나설 것이라는 루머도 돌았다.	내달 3일 경기에서는 처음으로 안방 팬들에게도 북벌 완장을 차게 하고 21일부터 구단 홈페이지를 통해 완장을 판매하고 있다.	True	35	36	33	34
6497	보인	전 교수는 “주택개량사업 관련 아이디어는 참신하다”면서도 “임대주택 건설시 8500억 원의 민간자본을 조달하는 방안의 실현 가능성이 낮아 보인다”고 했다.	북한이 여전히 북-미 협상만 고집한다면 미국은 더욱 경계심을 나타낼 수밖에 없고 그만큼 고위급 북-미 접촉은 늦어질 것으로 보인다.	True	77	79	69	71
6498	들	대검으로부터 진정을 넘겨받은 부산지검은 이달 들어 ㄴ씨를 2~3차례 불러 조사했다.	지난해 약 3만 명이 응시한 논술고사 문제지와 연습지, 감독관이 고사장에 들고 간 문제지 봉투, 미술 실기 응시자가 바꾼 켄트지, 교수들이 평가하며 끄적거린 메모지, 법학전문대학원·편입학 필기고사 문제지까지.	False	25	26	41	42
6499	타	"일부 승객은 버스기사에게 ""경찰서로 차를 돌리라""고 소리쳤으며, 112 신고를 접수한 경찰이 출동해 버스에 타고 있던 H씨를 붙잡아 인근 지구대로 데려갔다."	1967년 1월 부산 가덕도 서북방 해상에 침몰한 한일호에는 106명이 타고 있었다.	True	60	61	40	41
6500	들	양치질법은 이와 잇몸 경계까지 꼼꼼히 닦기 → 살균 성분이 들어 있는 치약 쓰기→ 치간칫솔과 치실로 치석 제거하기 → 구강 세정제로 마무리하기 순서다.	"[아이티 지진 참사]""내 딸이 살아있대, 내 딸이…"" 울음 터진 '3000㎞ 母情';美거주 아이티 여성 나디아 전재산 들고 급히 고향으로 딸과 동생 생존 전해듣고 연방 ""난 행복해요"""	False	33	34	66	67
6501	맞	(재)바보의나눔은 ‘김수환 추기경’ 선종 1주년을 맞아 김 추기경이 생전에 실천했던 나눔과 사랑의 정신을 계승하기 위해 만들어졌다.	강도의 총에 맞아 급사한 샘은 “난 준비가 안 됐어!”라며 절규한다.	False	28	29	7	8
6502	뜨	뉴욕 주 검찰에 따르면 구글은 2011, 2012년 애플의 웹브라우저인 사파리를 이용하는 누리꾼의 인터넷 접속 이력을 추적해 이용자의 화면에 자사의 광고를 뜨게 만들어 개인정보 보호 규정을 어긴 혐의를 받고 있다.	선수 옆에 있던 심판들이 논의를 위해 자리를 뜨자 이슬아와 김유미도 슬그머니 일어나 옆에 놓인 의자로 자리를 옮겼다.	False	87	88	25	26
6503	끼치	낙동강지키기본부 쪽은 “가물막이 외에도 조만간 시작될 달성보 사업구역의 준설토 2270만㎥ 가운데서도 이런 오니층이 많을 가능성이 있다”며 “준설 과정에서 오니토에 중금속이 포함돼 있거나 오염항목이 적법 항목을 초과한다면 하천 생태계에 큰 영향을 끼치게 된다”고 주장했다.	이에 대해 1심 재판부인 창원지법 민사8단독 이미정 판사는 “원고들의 상경행위가 인명과 신체에 해를 끼치거나 재산에 중대한 손해를 끼칠 우려가 있는 긴급한 경우에 해당한다고 볼 수 없기 때문에 경찰의 상경 차단 조처는 경찰권 행사의 한계를 현저히 벗어난 행위”라며 “피고는 원고들에게 1인당 10만원씩 위자료를 지급하라”고 판결했다.	True	138	140	56	58
6504	따라	이와 관련해 박선경 구글코리아 홍보팀장은 “안드로이드마켓에 올라가기 전에 구글이 이를 사전에 모니터링하는 일이나, 국외에서는 문제없이 노출되는데 국내에서만 국내 규정에 따라 콘텐츠 노출이 차단되는 일은 없을 것이고 글로벌하게 동일한 기준이 적용될 것”이라며 “다만 안드로이드마켓에 있을 수 있는 청소년 유해 콘텐츠에 대해 유선환경보다 좀더 적극적으로 모니터링을 한다는 방침”이라고 밝혔다.	이에 따라 이변이 없는 한 29일 국회 본회의에서 부동산 3법이 처리될 전망이다.	True	94	96	3	5
6505	맞	한 해를 보내고 새해를 맞는 해넘이와 해돋이 장소로는 어디가 좋을까?	20대 국회를 위해서 19대 국회가 마지막으로 해줘야죠”라면서도 “상임위에서 결정해 본회의로 가는 게 맞다”며 다소 부정적으로 말했다.	False	13	14	57	58
6506	켜	잘나가는 K뷰티를 따라 K패션도 기지개를 켜기 시작했다.	승무원의 안내 방송을 듣고 태블릿PC의 스위치를 켜자 독일 통신사인 도이체텔레콤의 와이파이 신호가 잡히고 루프트한자의 기내 인터넷 서비스인 ‘플라이넷’ 화면이 나타났다.	False	23	24	27	28
6507	보인	일본 민주당 정권과 껄끄러운 관계였던 미국은 친미(親美) 노선의 아베가 들어서면서 미·일 관계 개선과 동북아 질서 유지 등에 역할을 해줄 것을 기대했으나, 이 같은 기대가 실망으로 바뀌어가고 있음을 반영하는 것으로 보인다.	체형이 다르면 스윙이 달라지는데 미국산 골프채는 서양인의 체형에 맞게 제작한 것”이라며 한국 골프 시장에 대한 강한 의욕을 보인다.	False	120	122	69	71
6508	보인	특히 총알 개수 등에 대한 의문이 제기됐을 때 정부가 이를 제대로 밝히지 않아 결국 의혹을 키웠다는 비난을 피하기 어려울 것으로 보인다.	수술과 동시에 진행한 컴퓨터단층촬영(CT)에도 수백만 원의 비용이 들었을 것으로 보인다.	True	72	74	45	47
6509	들	박 원내대표는 “예를 들어 김대중 정부의 노동유연화 정책이나, 노무현 정부의 한-미 자유무역협정 추진의 경우 당시 두 대통령의 입장을 이해하고 공감하는 데서 논의가 시작돼야 한다”고 말했다.	삼성증권은 증시 상황이 나쁜 점을, 삼성생명은 저금리로 인한 수익성 악화 우려를 들어 감원으로 비용을 아낀다는 취지였다.	True	12	13	45	46
6510	보여	상표를 보여주지 않고 맛을 보게 하는 블라인드 테스트를 해 보면 펩시콜라를 고르면서 ‘맛이 더 달콤하고 좋다’는 소비자가 많습니다.	남에게 보여주고 남이 달아주는 댓글 없이, 홀로 스스로를 끄집어내고 스스로와 교감하는 시간.	True	4	6	4	6
6511	맞	욕먹고 맞아가며 어깨너머로 배운 기술로 18살에 기술자가 됐다.	국회 기획재정위원장인 정희수 새누리당 의원은 이날 “당에서 소급입법을 결정한 걸 이해는 하지만 원칙에 맞지 않다.	False	4	5	57	58
6512	따르	통일부에 따르면 북한은 명승지종합개발지도국(금강산관광 담당) 명의로 2월 11일 개성에서 금강산관광 회담을 열자는 통지문을 통일부 앞으로 보냈다.	올해 예산 400조7000억원을 시작점으로 볼 때 정부 방안을 따르면 2018~2021년 4년간 414조원→428조원→443조원→458조원(2021년·추산) 순으로 늘어난다.	True	5	7	35	37
6513	묻	소니컴퓨터엔터테인먼트의 'MLB09더쇼'는 한발 더 나아가 유니폼에 흙이 묻거나 땀에 젖는 모습까지 재현했다.	누군가가 우연히 발견하게 될 낯선 이의 일기장, 누군가의 손때 묻은 책 한 권으로 그의 서재는 채워진다.	True	41	42	35	36
6514	갈	콩을 갈면 콩물과 비지가 생성되는데, 끓인 콩물은 간수와 엉켜 두부가 되고, 비지는 요리로 식탁에 오른다.	기대 이상의 성적을 낸다면 한국은 밴쿠버 올림픽과 2006년 토리노 올림픽에서 기록했던 역대 최다 금메달 기록(6개)을 갈아 치울 수 있다.	False	3	4	67	68
6515	따르	16일 인천시에 따르면, 올해 중국 톈진시와 함께 추진하던 ‘한-중 인문교류 테마 도시 사업’은 사실상 멈춰버렸다.	관세청이 올 초 총리실 공직윤리지원관실에 올린 '2009년 공직기강 점검활동 실적'에 따르면, 관세청은 청문회 뒤인 지난해 9월 10~28일 실시한 보안 점검을 통해 가담 직원들을 파악했고, 이들을 인사조치한 것으로 돼 있다.	True	9	11	48	50
6516	골라	현재 심사 중인 비상임위원의 임명이 끝나면, 위원들이 위원장 후보 5명 중 한 명을 골라 문체부 장관에게 제청하는 형식으로 신임 위원장을 임명하게 될 것으로 보인다.	집 앞 물빠짐이 좋은 땅을 골라 정성껏 고추를 심었지만, 탄저병에 전멸했다.	False	47	49	15	17
6517	맡	이들은 원고 작성과 촬영 등 대부분을 맡았고, 문화원이 보조했다.	경찰과 검찰의 말을 종합하면, 초등학교 5학년 담임인 ㄱ씨는 4월부터 석달간 자신이 맡은 반 여학생들의 허리를 끌어안거나 바지 안에 손을 집어넣는 등 지속적으로 성추행한 혐의를 받고 있다.	True	21	22	47	48
6518	들	꼭 1년 만에 신작을 들고 모국을 찾은 그의 전시 문패는 '침묵으로의 초대'.	미주 LG유플러스 수석컨설턴트로 일하는 서니 김 씨는 “누구나 쉽게 접근할 수 있고 너무나 소박한 잡스의 자택을 보면서 그가 정말 소비자를 위한 삶을 살았구나 하는 생각이 들었다”고 말했다.	False	12	13	96	97
6519	맞	최루탄 머리 맞고 9개월 혼수상태… ‘터키 민주화시위 상징’으로 떠올라	김양은 평소 모의고사 땐 수학 영역에서 꾸준히 1등급을 맞았다.	False	7	8	31	32
6520	달려	《 먼 길을 달려 바닷가에 가까워질 때면 몸 어딘가에서 바다가 남긴 기억이 와락 되살아나곤 한다.	김재윤 삼성경제연구소 기술산업실장(상무)은 “앞으로 반도체 부문의 이익은 얼마나 시장에서 지배적인 위치에 설 수 있느냐에 달려 있고, 삼성전자의 지배적 지위는 더 강화될 수밖에 없는 구조”라며 낙관론을 폈다.	False	7	9	68	70
6521	맡	사회를 맡은 이은혜(14)양이 교육방송(EBS) 인터넷 강의를 보다가 발견해 인쇄물로 만들어 회원들한테 나눠줬다.	첫해 아주대 학생 1명에게 장학금을 줬던 재단은 황씨가 관리를 맡으면서 기틀을 잡아갔다.	True	4	5	35	36
6522	맞	지역구별로 5만명의 유권자를 연령·성별에 맞게 추출한 뒤 휴대전화로 지지 후보를 묻는 방식이다.	비를 좋아하는 사람들과 함께 비를 맞으면서 춤도 추고 영화도 보고 콘서트도 보는 축제로 물순환 시민문화제와 함께 학문적으로 문화적으로 물순환에 대해 공감대를 형성할 축제이다.	False	23	24	19	20
6523	쓰	메트로폴리탄 미술관의 화가 베르메르(1632~1675)와 맨해튼의 영화감독 우디 앨런(80)을 뉴욕 여성의 T팬티 몰락과 엮어 쓰는 에세이스트라니.	과거에는 결혼할 때 마련한 가전을 10년 넘게 쓰는 것이 ‘절약’의 상징이었으나 요즘 20, 30대들은 최신 기술이 접목된 냉장고와 TV로 갈아타는 ‘쿨(Cool)’한 소비를 한다.	False	71	72	26	27
6524	쓰	조 센터장은 조정 재판을 마치고 나오는 즉시 위원장실로 다시 돌아와 결정문을 쓰고, 결정문을 쓰다 시간이 되면 또다시 재판하러 가기를 반복하며 하루를 보냈다.	나는 한국이 복지사회로 가려면 혈세란 단어를 쓰지 말아야 한다고 생각한다.	False	52	53	25	26
6525	묻	결막에 상처를 내거나 손에 묻은 알레르기 유발물질이 증상을 악화시킬 수 있기 때문이다.	강 장관은 대북 제재 방안을 묻는 윤상현 자유한국당 의원의 질문에 “세컨더리 (보이콧) 옵션도 미국 쪽과 협의하고 있다”고 말했다.	False	15	16	16	17
6526	뛰	보통 자연산 송이는 추석이 다가오면 수요가 급증해 500g당 가격이 60만∼70만 원으로 뛰는 사례가 많다.	‘말처럼 뛰는’ 최효진은 첫 골은 왼발, 두번째 골은 오른발, 세번째 골은 머리로 넣으며 팀 8강행의 일등공신이 됐다.	False	50	51	5	6
6527	맞	“법률로 임기가 보장된 위원장 자리를, 코드가 맞지 않는다고 내모는 것 자체가 법치를 무시한 것”이라는 항변이었다.	난장이 ‘치다’ ‘맞다’와 호응해서인지 사전엔 ‘난장칠’ ‘난장맞을’이 표제어로 올라 있다.	False	26	27	10	11
6528	차	뇌물 사범은 안 걸리면 '대박'이지만 걸렸다 하면 '쪽박' 차기 십상이다.	"어떤 관리는 ""이런 걸 차고 다녀야 하다니, 자녀들 보기에 쑥스럽게 됐다""고 말했다."	False	33	34	13	14
6529	취하	뜻 모를 '주문' 같은 노래를 부르며 두 다리를 벌리고 엉덩이를 번쩍 들어 올린 뒤 윗옷을 벗는 듯한 자세를 취하더니 다시 상체를 바닥에 대고 쭉 앞으로 뻗었다가 뒤로 누우며 뒹굴었기 때문이다.	유 감독의 시선은 이미 내일을 향하고 있지만 “오늘만큼은 다 잊고 취하고 싶다”며 웃었다.	False	61	63	37	39
6530	들	GHQ가 들어 있던 호텔뉴그랜드도 그런 건물 중의 하나다.	남몰래 흘린 구슬땀, 역기가 아닌 짊어진 세상을 들어올린다	False	5	6	27	28
6531	맞	물론 렌즈는 폴에 맞아도 쉽게 깨지지 않을 정도로 충격에 강한 것을 선택해야 한다.	재미 소설가 김지원(1942∼2013·사진)의 1주기를 맞아 ‘김지원 소설 선집’(작가정신)이 총 3권으로 나왔다.	False	10	11	31	32
6532	구하	그러나 박지원 국민의당 비상대책위원장은 기자들과 만나 “정진석 원내대표의 발언은 시간을 끌어서 우 수석을 구하려는 여당의 꼼수”라며 “우 수석은 운영위에 출석할 게 아니라 검찰에 출두해야 한다”고 말했다.	AP통신은 “가뜩이나 스폰서를 구하는 데 어려움을 겪고 있는 러시아 월드컵이 가장 지루한 첫 경기를 하게 될 것 같다”고 전했다.	False	59	61	17	19
6533	벌어진	"뉴욕타임스는 ""프랑스 정보 당국이 쿠아치 형제와 쿨리발리의 관계를 사전에 알고서도 연이어 벌어진 쿨리발리의 인질극을 막지 못했다""고 지적했다."	오바마 행정부는 이집트 사태에서 군부를 자극하지 않기 위해 '쿠데타'라는 표현을 쓰지 않았지만 그 이후 벌어진 상황에 대해서는 실망감이 크다고 NYT는 전했다.	True	50	53	58	61
6534	맞	"한국의 감독을 맡은 현정화 대한탁구협회 전무는 ""선수들이 연습할 수 있는 시간이 하루뿐이었는데도 호흡이 잘 맞았다""고 했다."	또다른 당 관계자는 “문 대통령의 ‘젊고 유능한 청와대’라는 콘셉트에는 검찰 출신 법조인보다는 개혁 소장파 학자인 조 교수가 잘 맞는다”며 “다만 이론과 현실에는 격차가 큰 만큼, 민정수석과 손발을 맞출 실무진을 얼마나 주도면밀하게 구성하느냐가 관건”이라고 말했다.	True	60	61	72	73
6535	맞	이로써 삼성의 불법파견·위장도급 의혹이 법정에서 진실 다툼을 벌이는 새 국면을 맞게 됐다.	전시, 강연, 새로운 교류를 거듭해 온 이들은 29일∼11월 8일 스위스 취리히 미그로스 현대미술관 초청전으로 세 번째 전환기를 맞는다.	True	44	45	72	73
6536	들	박 변호사가 속한 법무법인 관계자 등에 따르면 이씨는 범행 당일 박 변호사 사무실 주위를 맴돌다 박 변호사가 퇴근하자 칼을 들고 위협했다고 한다.	김우남 의원 측은 민주당이 긴급 의원총회를 열어 ‘장외투쟁’ 방침을 결정한 직후인 지난달 31일 오후 김재원 의원실에 ‘계엄법 개정안’에 들어 있는 서명을 빼달라고 요청했다.	False	69	70	77	78
6537	맞	국민농업포럼, 지역농업네트워크, 지역재단, 한겨레경제연구소 등 24개 단체들이 조직해 올해로 네번째 연 이날 토론회는 쌀 관세화, 한-중 자유무역협정(FTA) 체결, 농산물 가격 폭락 등으로 위기를 맞고 있는 한국 농업의 활로를 모색하는 자리였다.	그는 “라나는 래리였을 때와 똑같은 성격과 내면을 가진 사람이고 단지 외모가 ‘라나의 내면에 더 맞게’ 바뀌었을 뿐이다.	False	111	112	54	55
6538	켜	14년째 서울에서 택시를 몰고 있는 서아무개씨는 <한겨레>와 한 전화통화에서 “밤늦게 시내를 다니다 보면 주로 편도 2차로의 좁은 도로 옆에서 휴대전화를 밝게 켜고 신호를 보내는 사람들이 있다”며 “손님인 줄 알고 차를 세우면 ‘휴대전화 있느냐?’고 묻는데, 이들이 바로 현장수거책”이라고 말했다.	TV를 켜면 쉽게 볼 수 있는 현대카드의 ‘Make, Break, Make’ 광고나 ‘대림e편한 세상’의 ‘진심이 짓는다’ 광고 등도 모두 TBWA의 작품이다.	True	89	90	4	5
6539	따라	특히 양 노총이 노사정 합의에 따라 개정된 노조법을 시행한 지 1년 만에 ‘전면 재개정하라’고 요구하면 수용하기 힘들다고 말했다.	이에 따라 산업은행도 자금 지원 계획을 확정하기 위한 절차에 본격 착수했다.	True	17	19	3	5
6540	달	내년 지방선거를 앞두고 휴일수당을 평일의 2배로 달라고 요구하는 노동계에 영합했다고 기업인들은 보고 있다.	작년 1월 월드컵 대표팀의 미국 전지훈련 기간에 벌어진 멕시코전을 끝으로 염기훈은 태극 문양을 달지 못했다.	False	27	28	53	54
6541	지	검찰은 박 의원이 의혹을 제기해 상대편에 타격을 입히면서 정치적 이득을 챙긴 반면 문제의 발언에 따른 법적 책임을 지지 않는 행태가 반복되고 있다고 보고 사법 처리 시기와 수위를 고심하고 있는 것으로 알려졌다.	김한조 외환은행장 “조직의 미래 위해 불가피 모든 책임은 내가 지겠다”	True	64	65	35	36
6542	맞	김정은은 올해 2월 김정일 생일을 맞아 박도춘에게 대장 계급을, 주규창과 백세봉에게 상장 계급을 줬다.	중도·무당파로 새 정치를 표방하는 안철수 의원과는 맞지 않다”며 “최 이사장은 진보적 가치를 중심으로 가자는 것이니, 그렇다면 안 의원이 지금까지 추구해온 중심축이 달라져야 하고, 정당모델도 달라져야 한다.	False	19	20	28	29
6543	태워	"경찰에 따르면, 조씨는 지난 18일 0시 26분쯤 천안시 서북구 성정동에서 최모(여·23)씨에게 ""회 먹으러 태안에 놀러가자""고 꾀어 자신의 승용차에 태워 감금한 후 성폭행하고, ""경찰에 신고하면 총으로 너와 가족들을 모두 죽이겠다""고 협박했다."	"반면 황 경위는 ""마씨가 태워줄 수 있냐고 했을 때는 경찰도 바쁘다는 취지의 얘기를 한 것이고 휴대전화는 강제로 뺏은 게 아니라 마씨가 순순히 보여줬다""며 마씨 주장은 사실이 아니라고 말했다."	True	84	86	14	16
6544	맞	"""윤정이는 어려서부터 성대 구조가 트로트에 맞게 형성돼 있었다."	‘용산참사’ 현장 찾은 아이린 칸 앰네스티 사무총장 /“국제기준 안맞는 법집행” 유가족 위로	True	24	25	37	38
6545	쓰	최고 성능을 낸다는 백금 인공근육도 30분만 쓰면 성능이 절반 이하로 뚝 떨어졌다.	김명수 시의회 민주당 대표는 “청년인턴 예산은 2008년 행안부가 제안한 일자리 창출 방식에 따라 편성한 예산”이라며 “정부가 쓰면 좋은 예산, 시의회가 쓰면 나쁜 예산이냐”며 비판했다.	True	25	26	71	72
6546	취해	그는 경찰에서 “술에 취해 아무것도 기억나지 않는다”고 진술한 것으로 알려졌다.	분가루가 온 방 안을 춤추듯 떠돌아다니면 나는 코를 킁킁대며 무릎으로 다가가 엄마 품에 얼굴을 묻고 그 향기에 취해 눈이 반쯤 감겨 칭얼댄다.	True	12	14	62	64
6547	벌어지	방통위원장이 걱정해야 할 청문회를 광고주가 대신 머리 싸매는 역설이 벌어지고 있다.	급기야 올해 4월에는 산업재해보상보험법 개정안을 둘러싸고 국회 환경노동위원회가 ‘법사위의 체계·자구심사 권한의 월권 금지 및 산업재해보상보험법 개정안의 조속한 처리를 위한 촉구 결의안’을 채택하는 코미디 같은 일이 벌어지기도 했다.	True	38	41	120	123
6548	맞	광진구에 사는 초등 6학년 학부모 백아무개(44)씨는 “전면 무상급식 실시가 맞다고 생각해 투표에 불참했고, 당연히 2학기부터 무상급식이 실시될 것으로 예상했다”며 “서울시가 결과에 승복하지 않는 것은 시민을 우롱하는 것”이라고 말했다.	노무현 전 대통령 1주기를 맞아 '노풍(盧風)'도 변수다.	False	43	44	15	16
6549	맞	팽목항에서 체육관으로 돌아온 아버지는 ‘딸이 맞다’는 전화를 기다리는 듯 휴대전화만 한참 들여다봤다.	정부가또 미국 새 행정부의 경제·통상팀과 가급적 빨리 만나고, 한미 자유무역협정(FTA) 발효 5주년을 맞아 성과 홍보프로그램을 마련하기로 했다.	False	25	26	58	59
6550	보이	이만수 SK 감독 대행도 3차전까지 9타수 2안타 타율 0.222로 기대에 못 미치던 3번 타자 최정을 “시리즈가 끝날 때까지 무조건 3번”이라는 믿음을 보이며 4차전에서도 3번으로 내세웠다.	김원호 한국외국어대 교수는 대선 전 동아일보와의 전화인터뷰에서 “우말라 후보는 선거용 지지기반을 폭넓게 갖기 위해 온건해 보이는 중도정책 노선을 선택했다”고 분석했다.	False	86	88	68	70
6551	들	뉴욕타임스(NYT)는 푸지데몬 수반이 카탈루냐 독립을 선언하고 새 공화국 구성을 위한 선거 계획을 밝히는 카드를 뽑아 들 수도 있다며 이럴 경우 스페인 중앙정부는 반란죄를 적용해 푸지데몬 수반 체포에 나설 것으로 내다봤다.	국세청은 지난해 불법 사채업을 한 사업자 361명을 적발했으며, 올해 들어서도 최고 연 300%가 넘는 이자를 받으면서 관련 세금은 한 푼도 내지 않은 탈세 혐의자 100여명을 상대로 4월 초부터 전국적으로 대대적인 세무조사를 벌이고 있다.	False	66	67	39	40
6552	맞	민변은 이들의 한국 입국과 관련해 남과 북의 당국이 ‘자발적 탈북’과 ‘국정원에 의한 유인납치’라고 맞서는 상황에서, 국제인권 기준(유엔 자유권위원회의 ‘북한이탈주민의 구금에 대한 권고사항’)에 맞게 이들이 변호인의 조력을 받아 자유롭게 의사 표시를 할 수 있도록 해야 한다고 촉구하고 있다.	aT는 1967년 12월 1일 설립돼 올해 출범 50년을 맞는다.	False	109	110	32	33
6553	맞	그러나 지난해 3월 개정된 개인정보보호법은 ‘급박한 생명, 신체, 재산의 이익을 위해 필요하다고 인정되는 경우 목적에 맞게 정보를 제공할 수 있다’고 규정하고 있다.	"한 연예 기획사 관계자는 ""인기 아이돌 그룹은 이미지에 맞게 고급주택을 구해야 하지만 집주인들이 싫어하는 경우가 많다""며 ""초기에는 소속사와 가까운 곳에 숙소를 잡고, 인기가 높아지면 방송국으로 쉽게 갈 수 있는 곳으로 옮긴다""고 말했다."	True	66	67	31	32
