source	acceptability_label	source_annotation	sentence
T07965	1		밥 먹고 있어라.
T07965	0	*	밥 먹고 있었어라.
T07966	1		부장님께서 선물을 줄 듯 말 듯 하셨다.
T07966	0	*	부장님께서 선물을 주실 듯 말 듯 했다.
T07967	1		언젠가는 구조선이 올 것이다.
T07967	0	*	언젠가는 구조선이 오겠다.
T07968	1		음식물이 썩는 냄새가 지독하다.
T07968	0	*	음식물이 썩을 냄새가 지독하다.
T07969	1		그는 나의 학교 선배이자 스승이다.
T07969	0	*	그는 나의 학교 선배이자 김 선생님은 나의 스승이다.
T07970	1		둘리는 할머니가 책을 보시게 했다.
T07970	0	*	둘리는 할머니가 책을 봤게 했다.
T07971	1		철수가 영희에게 목걸이를 걸어 주었다.
T07971	0	*	철수가 영희에게 목걸이를 걸어서 주었다.
T07972	1		그녀가 떠나서 슬픈 것 같다.
T07972	0	*	그녀가 떠나서 슬퍼라.
T07973	1		나는 자전거를 탈 줄 모른다.
T07973	0	*	나는 자전거를 탄 줄 모른다.
T07974	0	*	영희가 길이를 바지를 줄였다.
T07975	0	?	브라질이 이긴다고 여러 번 했어.
T07976	0	*	실례이나 고객님 그∼ 선물하실 거죠?
T07977	1		그들은 집으로 가겠다.
T07977	0	*	그들은 집으로 가겠었다.
T07978	1		가자든지 말자든지, 연락을 줘야 할 거 아니야.
T07978	0	*	가세든지 마세든지, 연락을 줘야 할 거 아니야.
T07979	1		철수가 등을 두드렸다.
T07979	0	*	철수가 등을 말을 두드렸다.
T07980	1		공부하기 싫은데 낮잠이나 자야겠다.
T07980	0	*	공부하기 싫은데 낮잠이나마 자야겠다.
T07982	1		혼자살기에는 넓은 넓이의 방이다.
T07982	0	*	혼자살기에는 넓이의 방이다.
T07983	1		‘깡철이’ 때 같은 공약 한번 더 걸었는데, 그냥 생각이 나서요.
T07985	1		많은 사람들이 이 영화를 놓고 논박을 벌였다. 
T07985	0	*	많은 사람들이 이 영화를 논박을 벌였다.
T07988	1		철수는 잠꼬대를 해 가면서 잠을 잔다.
T07988	0	*	철수는 잠꼬대를 할 때 잠을 잔다.
T07989	1		영수 씨가 시험을 준비하길래 도움을 주었다.
T07989	0	*	영수 씨가 시험을 준비하길래 선배가 도움을 주었다.
T07990	1		의사 선생님은 내 온몸이 가려워지도록 아무런 조치도 취하지 않으셨다.
T07990	0	??	의사 선생님은 내 온몸이 가렵도록 아무런 조치도 취하지 않으셨다.
T07991	1		날씨가 맑으면서 더우면서, 놀기엔 최고였다.
T07992	1		철수는 책을, 영희는 잡지를 읽어 보았다.
T07992	0	*	철수는 책을 읽어, 영희는 잡지를 읽어 보았다.
T07993	1		철수가 학교에 있겠어?
T07993	0	*	철수가 학교에 있을 거야?
T07994	1		연락처를 좀 알려줄래요?
T07994	0	*	연락처를 좀 알려줄게요?
T07995	1		사람마다 생각은 다르겠지만, 나중에는 서로를 이해할 거야.
T07996	1		깨끗하든지 더럽든지, 난 상관 안 한다.
T07996	0	*	깨끗하든가 더럽든가, 난 상관 안 한다.
T07997	1		철희가 건물 벽을 페인트를 칠했다.
T07997	0	*	철희가 페인트를 건물 벽을 칠했다.
T07998	1		‘학생들에게 현장을 직접 경험할 기회를 주자.’ 해서 이런 규정을 만들었습니다.
T07998	0	?	‘학생들에게 현장을 직접 경험할 기회를 주자’ 생각해서 이런 규정을 만들었습니다.
T07999	1		짐꾼들은 벌써 리어카를 끌고서 돌밭에 들어섰다.
T07999	0	*	짐꾼들은 벌써 리어카를 끌고 나서 돌밭에 들어섰다.
T08000	1		아유타국이 어느 나라인가를 두고 지금껏 추측과 추적이 난무했다.
T08000	0	*	아유타국이 어느 나라인가를 지금껏 추측과 추적이 난무했다.
T08001	1		비가 많이 오니까 학교에 가지 말아라.
T08001	0	*	비가 많이 와서 학교에 가지 말아라.
T08002	1		어머니는 요즘 잘 지내시지?
T08002	0	*	어머니는 요즘 잘 지내지?
T08003	1		개미가 먹이를 찾으러 가는지 길을 나서고 있다.
T08003	0	*	개미가 먹이를 찾으러 친구들이 가는지 길을 나서고 있다.
T08004	1		엄마가 아이에게 연고를 발라 주었다.
T08004	0	*	엄마가 아이에게 연고를 발라서 주었다.
T08005	1		그 분께서 귀한 분이 맞지만 공경해야 할 분이 아니다.
T08005	0	*	그 분께서 귀한 분께서 맞지만 공경해야 할 분이 아니다.
T08006	1		영희는 예쁘고 밥을 잘 먹는다.
T08006	0	?	영희는 예쁘고 밥을 먹는다.
T08009	1		영희가 책을 읽어 본다. 철수도 그래 본다.
T08009	0	*	영희가 책을 읽어 본다. 철수도 읽어 그런다.
T08010	1		철수가 가거나 영희가 왔다.
T08010	0	*	철수는 가거나 영희는 간다.
T08012	1		밤이 되면 창문을 닫자.
T08012	0	*	밤이 돼 봐. 창문을 닫자.
T08014	1		가자는지 말자는지, 도대체 알 수가 없었다.
T08014	0	*	가세는지 마세는지, 도대체 알 수가 없었다.
T08015	1		김 선생님에 의해 철수가 양아들로 삼아졌다.
T08015	0	*	김 선생님에 의해 철수가 양아들이 삼아졌다.
T08016	1		이번 날씨는 추우면서 더우면서, 오락가락 했다.
T08016	0	*	날씨가 추우면서 말면서, 오락가락 했다.
T08019	1		철수에 의해 말이 등이 두드려졌다.
T08019	0	*	철수에 의해 말이 등을 두드려졌다.
T08021	1		철수가 학교에 어제 달려 갔다.
T08021	0	*	철수가 학교에 어제 달려 오늘 갔다.
T08022	0	*	도대체 누굴 오세는 지 가세는 지 알 수가 없네.
T08024	1		내 생각에는 내일 비가 오겠어.
T08024	0	??	내 생각에는 내일 비가 올 모양이야.
T08025	1		아무래도 내가 그 사람을 좋아하나 봐.
T08025	0	*	아무래도 내가 그 사람을 좋아하겠어.
T08026	1		할아버지께서 화려하게 등장하실 테다.
T08026	0	*	할아버지께서 화려하게 등장할 테시다.
T08027	1		내가 고등학생 때 공부를 이렇게 열심히 했다면, 서울대에 갔겠다.
T08027	0	*	내가 고등학생 때 공부를 이렇게 열심히 했다면, 서울대에 간 것 같다.
T08029	1		빈방 많으니까 형 집으로 오너라.
T08029	0	*	빈방 많아서 형 집으로 오너라.
T08030	1		자기가 지니까 철이가 심술을 부린다.
T08030	0	*	철이가 지니까 자기가 심술을 부린다.
T08031	1		그에게 호감을 가진 나영이로서는 그의 고백을 마다할 리가 없었다.
T08031	0	*	그에게 호감을 가진 나영이로서 그의 고백을 마다할 리가 없었다.
T08032	1		대학원 진학 준비하느라고 그쪽 대학에서 어학 코스를 밟고 있거든요.
T08032	0	*	대학원 진학 준비하느라고 그쪽 대학에서 어학 코스를 밟아라.
T08033	1		그가 돌아올 가능성은 거의 없다.
T08033	0	*	그가 돌아온 가능성은 거의 없다.
T08034	1		파티 분위기가 흥겨워지도록 영이는 모습을 보이지 않았다.
T08034	0	??	파티 분위기가 흥겹도록 영이는 모습을 보이지 않았다.
T08035	1		그녀는 누군가로부터 내 이야기를 들은 것이 분명하다.
T08035	0	*	나는 그녀가 누군가로부터 내 이야기를 들은 것이 분명하다.
T08038	1		그는 재산이 많을뿐더러 재능도 남에게 뒤질 것 없는 사람이다.
T08038	0	*	그는 재산이 많을뿐더러 재능도 남에게 뒤지지 않을뿐더러 명민하다.
T08039	1		철수가 영희에게 선물을 사 주었다.
T08039	0	*	철수가 영희에게 선물을 샀어 준다.
T08040	1		경주는 신라의 수도이지만 개성은 고려의 수도였다.
T08040	0	*	경주는 신라의 수도이지만 개성은 고려의 수도이지만 서울은 조선의 수도였다.
T08041	0	*	영희가 생각하기에는 비가 올 것 같다.
T08042	0	??	철수가 키가 크나 영희가 키가 크다.
T08043	0	*	지금의 나를 옛날의 나와 같을 거라고 오해해라.
T08044	1		내가 생각하기에는 비가 오겠다.
T08044	0	*	영희가 생각하기에는 비가 오겠다.
T08045	0	*	너는 철수 시험을 망쳐야 속이 시원하겠어?
T08046	1		술을 꽤 마신 모양이었다. 
T08046	0	*	술을 꽤 마셨을 모양이었다.
T08047	1		나는 케이크를 먹어 보았다.
T08047	0	*	나는 케이크를 먹어 케이크를 보았다.
T08048	1		나는 이 영화가 재미있었어.
T08048	0	*	내가 이 영화가 재미있었어.
T08049	1		우리 선생님이 하루아침에 교감 선생님이 되셨어?
T08049	0	*	우리 선생님이 하루아침에 교감 선생님께서 되셨어?
T08051	1		새로 생긴 과일 가게에서 과일을 샀는데 과일이 싸고 싱싱한 것 같아요.
T08051	0	*	새로 생긴 과일 가게에서 과일을 샀는데 과일이 싸고 싱싱한 모양이에요.
T08053	1		죽겠어도 나는 끝까지 포기 안 한다.
T08053	0	*	돌아가시겠어도 나는 끝까지 포기 안 한다.
T08054	1		그는 어머니의 건강이 걱정스럽다.
T08054	0	??/*	어머니의 건강이 걱정스럽다.
T08055	1		영희는 아침 식사를 하면서 음악을 듣는다.
T08055	0	*	영희가 아침 식사를 하면서 영수가 음악을 듣는다.
T08056	1		그의 말투는 안 나긋나긋하다.
T08056	0	*	그의 말투는 나긋나긋 안 하다.
T08057	1		나는 엄마의 표정이 걱정스럽다.
T08057	0	*	나는 표정이 걱정스럽다.
T08061	1		네, 계산하실 금액은 1만원 되겠습니다.
T08061	0	*	네, 계산하실 금액은 1만원 되는 듯합니다.
T08062	1		이 명령을 따르지 않는다면 네가 후회할 거야.
T08062	0	*	이 명령을 따르지 않는다면 네가 후회하겠어.
T08064	1		여흥 시간에는 노래를 하든지 춤을 추든지 무엇인가 해야 한다.
T08064	0	??	여흥 시간에는 노래를 하거나 춤을 추거나 무엇인가 해야 한다.
T08065	1		철수가 밥을 먹지를 않는다.
T08065	0	*	철수가 밥을 먹지가 않는다.
T08066	1		영수가 과자를 다 먹어 버렸다.
T08066	0	*	영수가 과자를 다 먹어서 버렸다.
T08067	1		철수가 학교에 달려 갔다.
T08067	0	*	철수가 학교에 달렸다.
T08068	1		철수가 밥이나 떡을 가져왔다.
T08068	0	?	철수가 밥에 떡을 가져왔다.
T08069	1		사람들은 광복회를 중심으로 단합하였다.
T08069	0	*	사람들은 광복회만 중심으로 단합하였다.
T08070	1		부모님께서는 아직도 맞벌이를 하시니?
T08071	1		철수가 공부를 열심히 안 한다.
T08071	0	*	철수가 공부를 안 열심히 한다.
T08072	1		하기 싫어도 반드시 해라.
T08072	0	?	하기 싫어도 반드시 하려무나.
T08073	1		이장님은 마을의 어른으로서 늘 최선을 다하셨다.
T08073	0	*	삼식이는 마을의 어른으로서 늘 최선을 다하셨다.
T08074	1		그 상황에서 좋다는 지 싫다는 지 하는 게 좀 어려웠겠지.
T08074	0	*	그 상황에서 좋다는 체 싫다는 체 하는 게 좀 어려웠겠지.
T08075	0	?	틀림없이 돌이가 오든지 순이가 오든지 할 것이다.
T08077	1		저희는 손님이 언제든 방문할 수 있도록은 했습니다.
T08077	0	??	저희는 손님이 언제든 방문할 수 있도록 특별히 했습니다.
T08078	1		교수가 되겠다던 대학 때 꿈은 육사에 재직하며 신문기자로 바뀌었습니다.
T08078	0	*	교수가 되겠다던 대학 때 꿈을 육사에 재직하며 신문기자로 바꿀 것!
T08079	1		나는 그 명언을 좌우명 삼았다.
T08079	0	?	나는 그 명언을 좌우명을 삼았다.
T08081	0	?	피곤할 텐데 이만 들어가서 쉬어. 나머지 뒷정리는 내가 할래.
T08082	1		그들은 오면서 가면서, 정답게 이야기했다.
T08082	0	*	그들은 오면서 말면서, 정답게 이야기했다.
T08084	1		내가 생각하기에는 비가 올 듯하다.
T08084	0	*	영희가 생각하기에는 비가 올 듯하다.
T08085	1		저 식당 음식이 맛있나 싶었다.
T08085	0	*	저 식당 음식이 맛있나 봤다.
T08086	1		선생님께서 오셔도 안 오셔도, 공부는 하고 있어야지.
T08086	0	*	선생님께서 오셔도 마셔도, 공부는 하고 있어야지.
T08087	1		바로 나를 두고 꼬집는 말임은 두말할 나위가 없었다.
T08087	0	*	바로 나를 두었고 꼬집는 말임은 두말할 나위가 없었다.
T08088	1		철수가 영희에게 빵을 만들어 주었다.
T08089	1		그는 아버지로서 그 일을 할 수밖에 없었다.
T08089	0	*	그는 아버지가 그 일을 할 수밖에 없었다.
T08090	1		상사에게 밑 보이면 쫓겨나겠구나?
T08090	0	*	상사에게 밑 보이면 누가 쫓겨나겠구나?
T08093	1		가고 안 가고가 뭐가 중요하니?
T08093	0	*	안 가고 가고가 뭐가 중요하니?
T08094	1		이사회에서 모든 비용을 지불하실 거야.
T08094	0	??	이사회가 모든 비용을 지불하실 거야.
T08095	1		철수는 점심을 먹고 있었겠다.
T08095	0	*	철수는 점심을 먹고 있겠었다.
T08096	1		졸지 말고 자지.
T08097	1		내가 네게 자라고 명령했다.
T08097	0	*	내가 네가 잤다고 명령했다.
T08098	1		철수가 나에게 네가 추워하느냐고 물었다.
T08098	0	*	철수가 나에게 네가 춥느냐고 물었다.
T08099	1		철수가 이 사람을 만났다.
T08099	0	*	철수가 이 책을 만났다.
T08100	1		진우는 영화를 보고 싶어 한다.
T08100	0	*	진우가 밥이 먹고 싶어 한다.
T08101	1		아이가 자지를 않는다.
T08101	0	*	아이가 자지가 않는다.
T08102	1		밥이 나에게 잘 먹힌다.
T08102	0	*	밥이 나에게 먹히고 있다.
T08103	0	*	그 마을은 철수가 왔다.
T08104	1		나는 지루하다.
T08105	1		나는 밥을 먹고 싶다.
T08105	0	*	철수는 밥을 먹고 싶다.
T08106	1		철수는 이 반에서 제일 크다.
T08106	0	*	철수는 자기가 이 반에서 제일 크다.
T08107	1		철수가 자기가 좋아하는 여자와 결혼했다.
T08108	0	*	나는 밥을 먹고 싶어 한다.
T08109	0	*	그 사람을 자기가 망쳤다.
T08110	0	*	제가 도와드리겠어요?
T08111	1		소녀들이 영희가 자기들을 씻도록 다가왔다.
T08111	0	*	소녀들이 다가오고 영희가 자기들을 씻었다.
T08112	1		네가 춥냐?
T08112	0	*	네가 추워하느냐?
T08113	1		그 사람이 도저히 그것을 할 수 없다.
T08113	0	*	그 사람이 도저히 그것을 할 수 있다.
T08114	0	??	철수가 영희가 민호가 시카고에 왔을 때 그를 만났다고 보고했다.
T08115	1		아이가 가열장치를 틀어 눈을 녹게 했으나 눈이 아직 안 녹았다.
T08115	0	?	아이가 가열장치를 틀어 눈을 녹게 했으나 눈이 안 녹았다.
T08116	1		그는 자기가 원망스러웠다.
T08116	0	*	그가 자기에게 원망스러웠다.
T08117	1		진우가 추워하느냐?
T08117	0	*	진우가 춥느냐?
T08118	1		모든 사람이 내가 뱀을 무서워한다고 안다.
T08118	0	*	모든 사람이 내가 뱀이 무섭다고 안다.
T08119	1		네가 집에 가라!
T08119	0	*	진우가 집에 가라!
T08120	1		쓰레기 내가지 말지 않겠니?
T08120	0	*	쓰레기 내가지 말겠니?
T08121	1		진우는 순자를 싫어한다.
T08121	0	*	진우는 순자가 싫다.
T08122	1		아이가 울지를 않는다.
T08122	0	*	아이가 안 울기 한다.
T08123	1		철수는 미국에 가기가 어렵다.
T08123	0	*	너는 미국에 간다기가 어렵다.
T08124	1		당신이 노래하시겠습니까?
T08124	0	*	당신이 노래하시겠느냐?
T08125	0	*	나는 그 여자가 미워한다.
T08126	1		그 아이 하고 놀아라.
T08126	0	*	나하고 놀아라.
T08127	1		진우가 철수에게 가라고 했다.
T08127	0	*	진우가 나에게 네가 가라고 했다.
T08128	1		내가 진우에게 가지 말라고 명령했다.
T08128	0	*	내가 진우에게 가지 않으라고 명령했다.
T08129	1		철수가 그 칼로 고기를 썰었다.
T08129	0	*	그 칼은 철수가 고기를 썰었다.
T08130	1		철수가 밥을 먹고 싶다고 말했다.
T08130	0	*	그가 내가 밥을 먹고 싶다고 했다.
T08131	1		윤아는 자기를 만난 남자가 찾아갔다.
T08131	0	*	자기를 만난 남자가 윤아를 찾아갔다.
T08132	1		진우가 내가 추워한다고 말했다.
T08132	0	*	진우가 내가 춥다고 말했다.
T08133	1		시끄럽게 안 할 수 없니?
T08133	0	?	시끄럽게 안 하지 못 하겠니?
T08134	1		자기를 그 사람이 망쳤다.
T08135	1		쓰레기 안 내가겠니?
T08136	1		내가 영희에게 춥느냐고 물었다.
T08136	0	*	내가 영희에게 추워하느냐고 물었다.
T08137	1		그 여자는 자기가 죽였다.
T08137	0	*	그 여자를 자기가 죽였다.
T08138	1		진우는 영화를 보고 싶어 하느냐?
T08138	0	*	진우는 영화가 보고 싶어 하느냐?
T08139	1		그 사람은 자기가 입었는 양복이 더러웠다.
T08140	1		나는 그 여자가 밉다.
T08140	0	*	나는 그 여자를 밉다.
T08141	1		나는 뱀이 징그럽다.
T08141	0	*	너는 뱀이 징그럽다.
T08142	1		나는 영화가 보고 싶다.
T08142	0	*	나는 영화가 보고 싶어 한다.
T08143	1		아버지가 가셔요.
T08143	0	*	네가 가셔요.
T08144	1		군인들이 그 집 벽을 헐었다.
T08144	0	*	그 집이 군인들에게 벽을 헐렸다.
T08145	1		진우가 네가 자지 않았다고 말했다.
T08145	0	*	진우가 네가 자지 말다고 말했다.
T08146	0	*	물리학에서 취직이 어렵다.
T08147	1		그 사람이 날씨가 춥지 않느냐고 물었다.
T08147	0	*	그 사람이 날씨가 춥지 말느냐고 물었다.
T08148	1		내 머리가 좋다.
T08148	0	*	나의 그 여자가 좋다.
T08149	1		선생님이 그 여학생을 미워한다.
T08149	0	*	선생님이 그 여학생이 미워한다.
T08150	1		자네가 가게.
T08150	0	*	네가 가게.
T08151	1		네가 영화를 보고 싶다고 했다.
T08151	0	*	진우가 내가 영화를 보고 싶다고 말했다.
T08152	1		너는 뱀이 좋으냐?
T08152	0	*	진우는 뱀이 좋느냐?
T08153	1		내가 진우에게 학교에 가자고 제안했다.
T08153	0	*	철수가 순자에게 우리가 가자고 제안했다.
T08154	0	*	떡이 내가 먹고 싶다.
T08155	1		이 사진 찍은 이는 불란서 여자야.
T08155	0	*	이 사진은 찍은 이는 불란서 여자야.
T08157	1		이곳에서 홍수가 난 듯하다.
T08157	0	*	이곳에서 홍수가 나 봤다.
T08159	1		내가 수일을 싫어한다.
T08160	1		누가 영희가 민호에게 그 책을 준 줄로 알고 있나?
T08160	0	*	영희가 누가 민호에게 그 책을 준 줄로 알고 있나?
T08161	1		수일이 어제 왔고 순애가 오늘 왔다.
T08161	0	*	수일이 어제 순애가 오늘 왔다.
T08162	1		너 사진 찍었어?
T08162	0	#	너 사진을 찍었어?
T08163	1		철수마저 미자를 좋아하지 않는다.
T08163	0	*	철수까지 미자를 좋아하지 않는다.
T08164	1		수일은 재치가 있지만 순애는 재치가 없다.
T08164	0	*	수일은 재치가 있지만 순애는 없다.
T08165	1		그가 밥을 먹지를 않았다.
T08166	1		미자가 맥주를 마십니까?
T08166	0	*	미자가 맥주를 마시는가?
T08167	1		지난 연회에서 민호가 친구를 둘 사귀었다.
T08167	0	#	지난 연회에서 친구를 둘 민호가 사귀었다.
T08168	1		호기심은 순애가 많다.
T08168	0	*	호기심은 순애가 누구보다도 많다.
T08169	1		최선의 직업이 의사이다.
T08169	0	*	최선이 직업이 의사이다.
T08170	1		돈을 벌기는 아버지께서 하시고 돈을 쓰기는 어머니께서 하신다.
T08170	0	*	벌기는 아버지가 돈을 하시고 쓰기는 어머니가 돈을 하신다.
T08171	1		저 우주선에 승무원이 열 사람 탈 수 있다.
T08171	0	#	승무원이 열 사람 저 우주선에 탈 수 있다.
T08172	1		너가 차거나 커피를 원하느냐?
T08172	0	*	너가 차를 원하느냐거나 커피를 원하느냐?
T08173	1		현주가 어떤 이유에서 쓴 책이 잘 팔리니?
T08173	0	*	현주가 왜 쓴 책이 잘 팔리니?
T08174	1		선생님께서 총장이 되셨다.
T08174	0	*	선생님이 조카가 편찮으시다.
T08175	1		한국말을 철수는 한국에서 배웠다.
T08175	0	#	한국말을 한국에서 철수는 배웠다.
T08176	1		철수는 아무도 좋아하지 않는다고 생각한다.
T08176	0	*	철수가 아무도 좋아한다고 생각하지 않는다..
T08177	1		이 사진 민호가 찍었나요?
T08177	0	#	민호가 이 사진 찍었나요?
T08178	1		리건 대통령께서 한국을 방문하셨습니다.
T08178	0	*	리건 대통령께서 한국 방문하셨습니다.
T08179	1		철수가 나에게 너가 추워하는지를 물었다.
T08179	0	*	철수가 나에게 너가 추운지를 물었다.
T08181	1		철수가 자기가 그 언어학 책을 샀다.
T08181	0	*	철수가 그가 언어학 책을 샀다.
T08182	1		누구가 이 그림을 그렸다고 철수가 생각합니까?
T08182	0	*	철수가 생각합니까, 누구가 이 그림을 그렸다고?
T08183	1		네가 가라.
T08183	0	*	내가 가라.
T08184	1		밧줄이 선원에 의해서 당겨진 듯하다.
T08184	0	*	밧줄이 선원에 의해서 당겨져 봤다.
T08185	0	*	결단력은 수일이 과연 있다.
T08186	1		미자가 가고 싶어 한다.
T08186	0	*	미자가 동수가 가고 싶어한다.
T08188	1		너는 철수가 도대체 무엇을 했다는 소문을 들었니?
T08188	0	*	너는 철수가 도대체 무엇을 했다는 그 소문을 들었니?
T08189	1		사탕을 아이들에게 선생님이 주셨다.
T08189	0	#	사탕 아이들 선생님 주셨다.
T08190	1		너 누구 밀었어?
T08190	0	##	누구 너 밀었어?
T08191	1		철수가 세 명의 학생으로부터 돈을 받았다.
T08191	0	*	철수가 학생으로부터 세 명 돈을 받았다.
T08192	0	?	철수는 순이가 읽기 전에 어느 책을 읽었니?
T08193	1		내가 철수에게 자기의 선생을 소개했다.
T08193	0	*	내가 철수에게 그의 선생을 소개했다.
T08194	0	*	수일이 바보로 순애를 여겼다.
T08195	1		현주가 언제 파티에 가면 너도 갈거니?
T08195	0	*	현주가 왜 파티에 가면 너도 갈거니?
T08197	1		철수의 아버지가 우리를 감동시켰다.
T08197	0	?*	철수가 아버지가 우리를 감동시켰다.
T08198	1		수일이 총장을 만나게 되었다.
T08200	1		미자가 철수를 찾게 노력했다.
T08200	0	*	미자가 동수가 철수를 찾게 노력했다.
T08201	1		미자가 가기 원한다.
T08201	0	?	미자가 미자가 가기 원한다.
T08202	1		철수가 자기가 토끼를 잡으려고 결심했다.
T08202	0	*	철수가 자기를 토끼를 잡으려고 결심했다.
T08204	1		순애가 좋은 사람으로 보이고 수일도 좋은 사람으로 보인다.
T08204	0	*	순애가 좋은 사람으로 보이고 수일도 보인다.
T08205	1		누가 쓴 책이 재밌니?
T08205	0	*	현주가 왜 쓴 책이 재밌니?
T08206	1		수일이 체온이 정상을 유지하고 있다.
T08206	0	*	수일이 체온이 정상적을 유지하고 있다.
T08207	1		우리가 가자.
T08207	0	*	너희들이 가자.
T08209	1		영희는 철수가 쓴 시를 읽었다.
T08209	0	*	영희는 쓴 시를 철수가 읽었다.
T08210	0	*	순애가 아프셨다.
T08211	1		수일이 순애에게 편지를 쓰게 했다.
T08211	0	*	수일이 편지를 쓰게 순애에게 했다.
T08212	1		어머니가 아이를 그림책을 보인다.
T08212	0	*	어머니가 아이가 그림책을 보인다.
T08213	1		의사는 민하가 되었다.
T08213	0	*	의사가 민하가 되었다.
T08214	1		수일이 자기의 병과 용기 있게 싸웠다.
T08214	0	*	수일이 자기의 병과 용기가 있게 싸웠다.
T08215	1		아무도 이 금단의 열매를 먹으려고 결심하지 않았다.
T08216	1		수일이 내 제안에 기분 좋게 동의했다.
T08216	0	*	수일이 내 제안에 기분이 좋게 동의했다.
T08217	1		철수가 돌아오자, 영희가 떠났다.
T08218	1		순이가 철수의 책을 그에게 주었다.
T08218	0	*	순이가 그에게 철수의 책을 주었다.
T08219	1		아무도 부모님을 안 모실 수 있다.
T08219	0	???	부모님을 안 모실수 있다, 아무도.
T08220	1		영희가 자기를 미워한다.
T08220	0	??	자기를 영희가 미워한다.
T08221	1		그는 자기 아들이 미국에 가는 것에 반대한다.
T08221	0	*	그는 자기 아들이 미국에 가다에 반대한다.
T08223	0	*	서울 신문을 신문은 봅니다.
T08225	1		무엇을 먹었니?
T08225	0	*	무엇은 먹었니?
T08226	1		회장은 수일이 되었다.
T08226	0	*	회장은 수일이 만장일치로 되었다.
T08227	1		무엇을 철수가 샀니?
T08227	0	*	무엇은 철수가 샀니?
T08229	1		수일이 의사가 아니다.
T08229	0	*	수일이 의사 아니다.
T08230	1		영희는 자신이 그 일을 직접 했다.
T08230	0	*	영희는 자신은 그 일을 직접 했다.
T08231	1		밧줄이 선원에 의해 끌어당겨 졌다.
T08231	0	*	밧줄이 선원에 의해 끌려 당겼다.
T08233	1		현주가 무엇을 왜 쓴 책이 재밌니?
T08234	1		아버지께서 집에 오셨다.
T08235	1		민수가 거짓말쟁이로 보인다.
T08235	0	*	거짓말쟁이로는 민수가 보인다.
T08236	1		철수는 민호에게 누가 그 책을 준 줄로 알고 있나?
T08236	0	*	철수는 민호에게 그 책을 준 줄로 누가 알고 있나?
T08237	1		순이의 눈이 모두를 매혹시켰다.
T08237	0	?*	순이가 눈이 모두를 매혹시켰다.
T08239	1		아버지는 아들을 의사로 만들었다.
T08239	0	?	아버지는 아들을 의사를 만들었다.
T08240	1		나는 수일을 만나고 싶다.
T08240	0	*	수일을 만나고 나는 싶다.
T08241	1		철수는 만나려고 결심하지 않았다, 아무도.
T08241	0	*	철수는 안 만나려고 결심했다, 아무도.
T08242	1		영희가 철수를 머리를 감긴다.
T08242	0	*	영희가 철수에게 머리를 감긴다.
T08243	1		가시기는 하셨다.
T08243	0	?*	가셨기는 하셨다.
T08244	1		순애가 아주 골동품이 많다.
T08245	1		순애가 영화를 보고 싶어 한다.
T08245	0	*	영화를 보고 순애가 싶어한다.
T08246	1		철수가 아들을 들어 오게 했다.
T08246	0	*	철수가 영희를 떠났게 했다.
T08247	1		우리가 십 리를 걸었다.
T08247	0	*	우리가 십 리를 걸어 있다.
T08248	1		철수가 산을 좋아 하게를 되었다.
T08248	0	*	철수가 산을 좋아 하게가 되었다.
T08249	1		어제 서울서 누가 왔어요?
T08249	0	#	누가 서울서 어제 왔어요?
T08250	1		철수는 아무도 안 만나려고 결심했다.
T08251	1		나는 그가 무엇을 샀는지를 알고 있다.
T08251	0	*	그가 무엇을 샀는지는 모르겠다.
T08252	1		너가 누가 책을 샀는지 아니?
T08252	0	*	너가 누가 책을 샀다고 아니?
T08253	1		순애는 머리가 좋으나 수일은 머리가 좋지 않다.
T08253	0	*	순애는 머리가 좋으나 수일은 좋지 않다.
T08254	1		무언가 외국에도 없는 것 같은 대 연구를 하셨습니까?
T08254	0	?/*	무언가 대 연구를 하셨습니까? 외국에도 없는 것 같은.
T08255	1		순애가 수일을 친구로 여겼다.
T08255	0	*	순애가 바보로 수일을 여겼다.
T08256	1		수일이 유명한 친구가 많다.
T08256	0	*	유명한 친구가 수일이 많다.
T08257	1		수일이 학생으로 보인다.
T08257	0	*	학생으로 수일이 보인다.
T08258	1		영희가 머리를 감았다.
T08258	0	*	영희가 철수의 머리를 감았다.
T08259	1		개가 한 마리 나를 따라오고 있다.
T08259	0	#	나를 개가 한 마리 따라오고 있다.
T08260	1		수일이 정치에 관심이 많다.
T08260	0	*	수일이 관심이 정치에 많다.
T08261	1		철수가 그림만 그리어 대더니 영희도 그러해 대었다.
T08261	0	*	철수가 잡기는 했고 영희도 그러하기는 했다.
T08262	1		수일은 순애가 된 그런 유명한 작가가 절대로 될 수 없다.
T08262	0	*	수일은 순애가 된 유명한 작가가 절대로 될 수 없다.
T08263	1		머리는 순애가 좋다.
T08263	0	*	머리는 순애가 수일보다 좋다.
T08264	1		아무도 철수가 좋아한다고 생각하지 않는다.
T08264	0	*	아무도 철수가 좋아하지 않는다고 생각한다.
T08265	1		철수가 바보가 아니다.
T08265	0	*	철수가 안 바보이다.
T08267	1		어느 도시에 있는 누구나 그것을 싫어한다.
T08267	0	*	어느 도시에나 있는 누구가 그것을 싫어한다.
T08268	1		철수를 미자가 즐겁게 하기 쉽다.
T08268	0	*	철수가 미자가 즐겁게 하기 쉽다.
T08269	1		민 선생님이 고양이가 좋으시다.
T08269	0	*	고양이가 민 선생님이 좋으시다.
