ID	sentence	question	1	2	Answer
2678	우유를 버렸다.	원인	우유가 상했다.	우유가 따뜻하게 데워졌다.	1
2679	남자는 현재 시간을 알지 못한다.	원인	남자는 시계를 집에 두고 나왔다.	남자는 시계를 손목에 찼다.	1
2680	거실에 있는 전화기가 울렸다.	결과	거실로 나갔다.	방으로 들어갔다.	1
2681	파란색 물감과 검은색 물감을 섞었다.	결과	물감이 하늘색이 되었다.	물감이 남색이 되었다.	2
2682	피부 각질을 제거했다.	결과	피부가 거칠어졌다.	피부가 매끈해졌다.	2
2683	옷에 향수를 뿌렸다.	결과	옷을 빨았다.	옷에서 향기가 난다.	2
2684	여자가 소방차를 불렀다.	원인	여자의 집에 강도가 들었다.	여자의 집에 불이 났다.	2
2685	헬멧을 착용한 오토바이 운전자에게 사고가 났다.	결과	머리를 다치지 않았다.	머리를 다쳤다.	1
2686	날씨가 너무 더워서 아스팔트가 뜨겁다.	결과	타이어가 녹았다.	타이어가 미끄러졌다.	1
2687	페트병에 뜨거운 물을 부었다.	결과	페트병이 녹았다.	페트병의 색깔이 변했다.	1
2688	휴대폰을 진동모드로 바꾸었다.	결과	전화가 오자 벨소리가 울린다.	전화가 오자 진동이 울린다.	2
2689	여성이 컴퓨터에 헤드폰을 연결했다.	결과	소리가 외부에서는 들리지 않는다.	소리가 외부에서도 잘 들린다.	1
2690	우산이 찢어졌다.	결과	우산이 크다.	우산 사이로 빗물이 샜다.	2
2691	상자에 짐을 담았다.	원인	이사 준비를 시작했다.	이사를 완료했다.	1
2692	말린 멸치를 끓는 물에 넣었다.	결과	멸치 볶음이 만들어졌다.	멸치 육수가 만들어졌다.	2
2693	사람들이 시위를 시작했다.	원인	사람들은 현재의 상황을 만족했다.	사람들은 현재의 상황을 거부했다.	2
2694	시합이 종료되었다.	결과	각 팀이 악수를 했다.	각 팀 선수들이 긴장하고 있다.	1
2695	여성은 감전되었다.	원인	여성이 젖은 손으로 콘센트에 플러그를 꽂았다.	안전하게 플러그를 꽂았다.	1
2696	귀걸이를 바꿔 끼었다.	원인	목걸이를 새로 구매했다.	귀걸이를 새로 구매했다.	2
2697	관객들이 박수를 쳤다.	원인	공연이 끝났다.	공연이 중단되었다.	1
2698	여자가 목을 움켜쥐었다.	원인	여자는 음식을 삼켰다.	여자의 목에 음식물이 걸렸다.	2
2699	여자가 염주를 샀다.	원인	여자는 기독교 신자이다.	여자는 불교 신자이다.	2
2700	소방관이 소방차를 타고 출동했다.	원인	산에 불이 났다.	도둑질 신고가 들어왔다.	1
2701	상자에 테이프를 붙였다.	결과	상자가 고정되었다.	상자가 망가졌다.	1
2702	고양이의 털이 엉켰다.	결과	고양이에게 사료를 주었다.	고양이의 털을 빗어주었다.	2
2703	천체 망원경으로 달을 관찰했다.	결과	달이 매우 조그맣게 보인다.	달이 매우 크고 자세히 보인다.	2
2704	소매치기에게 지갑을 도난당했다.	결과	경찰에 신고했다.	구급차를 불렀다.	1
2705	여자는 수영을 못한다.	결과	여자는 차키를 빌렸다.	여자는 튜브를 빌렸다.	2
2706	달력에 일정 표시를 해 두었다.	원인	다음주에 일정이 생겼다.	달력을 책상에 세워두었다.	1
2707	남자의 발가락이 부러졌다.	원인	남자의 양말에 구멍이 났다.	남자가 망치를 발가락에 떨어 뜨렸다.	2
2708	남자친구와 헤어졌다. 	결과	이제 남자친구가 없다.	이제 남자친구가 생겼다.	1
2709	문틈에 손가락이 끼였다.	결과	손가락이 아프고 멍이 든다.	손가락에 반지를 꼈다.	1
2710	컵에서 김이 난다.	원인	컵에 뜨거운 물을 담았다.	컵에 차가운 물을 담았다.	1
2711	피자를 주문했다.	결과	피자가 차가워졌다.	피자 배달이 왔다.	2
2712	반창고를 붙였다.	원인	무릎이 까졌다.	머리가 아프다.	1
2713	여자가 개의 머리 위에서 간식을 흔들었다.	결과	개가 뒷다리로 몸을 긁었다.	개가 간식을 향해 뛰어 올랐다.	2
2714	학생이 맞춤법을 틀렸다.	결과	선생님이 책을 소리내어 읽었다.	선생님이 맞춤법을 고쳐주었다.	2
2715	도서관에 갔다.	결과	도서관이 새로 지어졌다.	책을 많이 읽었다.	2
2716	포스트잇을 유리벽에 붙였다.	결과	벽에 포스트잇이 붙었다.	벽에 포스트잇이 붙지 않는다.	1
2717	햇빛 알레르기가 올라왔다.	결과	알로에 수딩젤을 발랐다.	알로에 젤리를 먹었다.	1
2718	현금이 필요하다.	결과	지갑을 샀다.	은행에 갔다.	2
2719	돋보기로 사전을 보았다.	결과	단어가 크게 보인다.	단어가 작게 보인다.	1
2720	동생이 대학교에 합격했다.	결과	동생이 대학생이 되었다.	동생이 고등학생이 되었다.	1
2721	남자는 홈스쿨링을 시작했다.	원인	남자는 학교에 진학했다.	남자는 학교를 그만두었다.	2
2722	형사가 남자를 심문하고 있다.	원인	남자는 용의자이다.	남자는 피해자이다.	1
2723	해양생물이 감소했다.	원인	배가 출항했다.	기름이 바다에 유출되었다.	2
2724	창문으로 햇빛이 들이쳤다.	결과	달이 떴다.	커튼을 쳤다.	2
2725	물에 계란을 넣고 10분정도 가열했다.	결과	계란이 튀겨졌다.	계란이 삶아졌다.	2
2726	노래방에 갔다.	결과	다리찢기를 했다.	목이 쉬었다.	2
2727	핸드폰에서 지도앱을 켜서 길을 찾는다.	원인	아는 길을 잘 찾아가고 있다.	모르는 길이라 길을 잃었다.	2
2728	여자가 남자에게 손을 건넸다.	원인	여자가 남자와 싸움을 하고자 한다.	여자가 남자와 화해를 하고자 한다.	2
2729	아이가 놀라서 소리를 질렀다.	원인	아이 옆에서 폭죽이 터졌다.	엄마가 아이를 위해 오르골을 틀었다.	1
2730	나는 몸살에 걸렸다.	원인	면역력이 떨어졌다.	면역력이 높아졌다.	1
2731	삽질을 했다.	원인	딸기 모종을 샀다.	딸기를 먹었다.	1
2732	아침을 걸렀다.	원인	시간이 부족했다.	날씨가 추웠다.	1
2733	여자가 자궁경부암에 걸렸다.	원인	여자가 자궁경부암 예방 주사를 맞았다.	여자가 자궁경부암 예방 주사를 맞지 않았다.	2
2734	휴대폰에 진동이 울린다.	결과	휴대폰에 전화가 왔다.	휴대폰을 확인한다.	2
2735	도로에 눈이 많이 쌓였다.	결과	제설차가 눈을 치웠다.	밤 사이 눈이 많이 내렸다.	1
2736	여성이 경찰서로 출근한다.	원인	여성은 의사이다.	여성은 경찰관이다.	2
2737	얇은 소재의 이불로 침구를 바꿨다.	원인	추위에 잠을 이루지 못했다.	더위에 잠을 이루지 못했다.	2
2738	경기장의 팬들이 환호했다.	원인	선수가 골을 넣었다.	경기가 취소되었다.	1
2739	안경을 새로 맞췄다.	원인	시력이 나빠졌다.	눈이 건조하다.	1
2740	남자는 도박에 자신이 있었다.	결과	남자는 모든 돈을 도박에 걸었다.	남자는 도박을 하지 않기로 했다.	1
2741	어젯밤 잠을 잘 이루지 못했다.	원인	침대가 푹신했다.	악몽을 꾸었다.	2
2742	만년필 잉크를 채운다.	원인	만년필 잉크를 다 썼다.	만년필을 중고로 팔았다.	1
2743	에어컨이 고장났다.	결과	담요를 꺼냈다.	창문을 열었다.	2
2744	상점에서 거스름돈을 받았다.	원인	물건의 값을 정확히 냈다.	물건의 값보다 더 많이 냈다.	2
2745	한 여성이 급하게 손가락을 찬물에 갖다대었다.	원인	여성은 손가락에 화상을 입었다.	여성은 손가락에 반지를 착용했다.	1
2746	검은 머리를 탈색했다.	결과	머리의 색이 진해졌다.	머리의 색이 밝아졌다.	2
2747	남성은 추위를 느꼈다.	결과	남성은 목도리를 착용했다.	남성은 반팔을 착용했다.	1
2748	남자의 얼굴이 붉어졌다.	원인	남자가 술을 많이 마셨다.	남자가 물을 많이 마셨다.	1
2749	스케일링을 받았다.	원인	평소에 양치를 잘 한다.	이에 치석이 많이 꼈다.	2
2750	여자는 귀를 뚫었다.	결과	여자는 귀걸이를 착용할 수 있다.	여자는 목걸이를 착용할 수 있다.	1
2751	촛불에 불이 붙었다.	원인	촛불을 후 불었다.	촛불에 성냥을 켰다.	2
2752	아기가 운다.	결과	아빠가 아기를 달랜다.	아기가 웃는다.	1
2753	지하철이 붐빈다.	원인	지하철에 사람이 없다.	지하철에 사람이 많다.	2
2754	아이스크림을 너무 많이 먹었다.	결과	배탈이 났다.	배가 고프다.	1
2755	비가 왔다.	결과	습하다.	건조하다.	1
2756	방충망에 구멍이 났다.	결과	방 안으로 벌레가 들어왔다.	벌레가 들어오지 못한다.	1
2757	물을 유리잔에 부었다.	결과	목마름이 해소되었다.	유리잔이 가득 찼다.	2
2758	남자는 반장이 되었다.	원인	남자는 한 표도 받지 못했다.	남자는 과반수의 표를 얻었다.	2
2759	그는 구명조끼를 착용했다.	원인	물이 얕다.	그는 수영을 할 줄 모른다.	2
2760	양말에 구멍이 났다.	원인	양말을 오래 신었다.	양말을 벗었다.	1
2761	논에 모를 심었다.	결과	벼가 자란다.	콩이 자란다.	1
2762	옷이 축축해졌다.	원인	온몸에 두드러기가 났다.	온몸에 땀이 났다.	2
2763	남자는 친구에게 화가 났다.	원인	친구가 남자와의 약속을 말없이 어겼다.	친구가 남자에게 선물을 주었다.	1
2764	수프를 오래 끓였다.	결과	수프가 식었다.	수프가 걸쭉해졌다.	2
2765	달걀이 깨졌다.	원인	달걀을 떨어뜨렸다.	달걀을 삶았다.	1
2766	감기에 걸린 아이가 친구에게 기침을 했다.	결과	친구는 감기에 걸렸다.	친구는 운동을 한다.	1
2767	복도에서 사장님과 대리님의 대화를 엿들었다.	원인	사장실의 문이 열려있었다.	사장실의 문이 닫혀있었다.	1
2768	두꺼운 사전을 발등에 떨어뜨렸다.	결과	발등에 문신을 했다.	발등에 멍이 들었다.	2
2769	복숭아를 바닥에 떨어트렸다.	결과	복숭아에 멍이 생겼다.	복숭아가 익는다.	1
2770	자동차의 속도가 느려졌다.	원인	자동차의 엑셀을 밟았다.	자동차의 브레이크를 밟았다.	2
2771	남자는 목 관리를 열심히 한다.	원인	남자는 뮤지컬 배우이다.	남자는 뮤지컬 감독이다.	1
2772	안경을 꼈다.	결과	눈이 잘 보인다.	눈이 잘 보이지 않는다.	1
2773	여자가 다리미를 꺼냈다.	원인	여자는 설거지를 하려고 한다.	여자의 옷이 구겨졌다.	2
2774	회사는 손실을 보았다.	원인	제품의 판매이익이 높았다.	제품에서 결함이 발견되었다.	2
2775	대통령은 또 당선되었다.	결과	대통령은 초임이다.	대통령은 연임하게 되었다.	2
2776	곱슬머리가 되었다.	원인	머리를 잘랐다.	파마를 했다.	2
2777	거울이 깨졌다.	원인	거울을 본다.	거울을 떨어트린다.	2
2778	눈사람을 만들었다.	원인	눈이 내렸다.	눈이 녹았다.	1
2779	매일 요가를 열심히 했다.	결과	근육이 뻣뻣해졌다.	근육이 유연해졌다.	2
2780	한 여성이 안과에 방문했다.	원인	여성은 치통이 심하다.	여성은 눈에 염증이 생겼다.	2
2781	욕조의 배수 플러그를 뽑았다.	결과	물이 사방으로 튀겼다.	욕조에서 물이 빠져나갔다.	2
2782	여드름 패치를 붙였다.	원인	남자의 얼굴에 점이 생겼다.	남자의 얼굴에 여드름이 났다.	2
2783	글씨를 지우개로 지웠다.	원인	일기를 다 썼다.	글씨를 잘못 썼다.	2
2784	동생의 볼을 세게 꼬집었다.	결과	동생이 울음을 터뜨렸다.	동생이 웃음을 터뜨렸다.	1
2785	부채로 얼굴에 바람을 부쳤다.	결과	얼굴이 축축해진다.	얼굴의 땀이 식는다.	2
2786	배터리가 다 닳았다.	결과	건전지를 새로 교체했다.	건전지를 거꾸로 끼웠다.	1
2787	나무가 쓰러졌다.	원인	나무를 베었다.	나무를 심었다.	1
2788	책을 다 읽었다.	결과	책을 덮었다.	책을 펼쳤다.	1
2789	휴대폰을 떨어뜨렸다.	결과	요금을 냈다.	액정이 깨졌다.	2
2790	커피를 많이 마셨다.	원인	카페에 자주 갔다.	주스를 만들었다.	1
2791	손난로를 쥐었다.	결과	손이 따뜻해졌다.	손이 차가워졌다.	1
2792	빗자루로 마룻바닥을 쓸었다.	결과	마룻바닥이 축축하다.	마룻바닥이 말끔해졌다.	2
2793	라디오의 주파수를 바꾸었다.	결과	라디오의 채널이 바뀌었다.	라디오의 소리가 커졌다.	1
2794	영화관에 갔다.	결과	영화표를 예매했다.	배우가 되었다.	1
2795	승객들이 기차에서 내렸다.	원인	기차가 역에 도착했다.	기차가 경적을 울렸다.	1
2796	자전거를 타다가 넘어졌다.	결과	팔과 다리에 찰과상을 입었다.	살이 빠졌다.	1
2797	아이가 욕을 했다.	결과	선생님께 칭찬받았다.	선생님께 혼났다.	2
2798	얼굴이 건조하다.	결과	몸에 오일을 발랐다.	얼굴에 로션을 발랐다.	2
2799	남성이 경찰에 체포되었다.	원인	남성이 술을 마시고 운전을 했다.	남성이 규정속도를 준수하며 운전했다.	1
2800	여자는 커피를 마셨다.	원인	여자는 조금 졸리다.	여자는 잠에 들려고 한다.	1
2801	남자가 한동안 몸이 좋지 않았다.	결과	남자가 식사 때마다 죽을 먹었다.	남자가 식사 때마다 마라탕을 먹었다.	1
2802	아이는 낮잠을 잤다	원인	아이는 졸리다.	아이는 다쳤다.	1
2803	여자가 여성과 결혼하였다.	원인	여자는 이성애자다.	여자는 이성애자가 아니다.	2
2804	남자가 포털 사이트 실시간 검색어 1위에 올랐다.	결과	남자가 사람들에게 관심을 받았다.	남자가 사람들에게 관심을 받지 못했다.	1
2805	여자는 5년 동안 미국에서 살았다.	결과	여자는 일본어를 잘 한다.	여자는 영어 회화가 유창하다.	2
2806	소년이 양떼를 몰았다.	결과	양떼가 흩어졌다.	양떼가 모여들었다.	2
2807	강아지가 추워하기 시작했다.	원인	강아지의 털이 잘 자랐다.	강아지의 털을 모두 밀었다.	2
2808	소녀는 선생님에게 감사 인사를 하고 싶다.	결과	소녀는 선생님에게 반성문을 써서 드렸다.	소녀는 선생님에게 편지를 써서 드렸다.	2
2809	남자가 계약서에 서명을 했다.	결과	남자는 계약을 체결했다.	남자는 계약을 체결하지 못했다.	1
2810	바다에 기름이 유출되었다.	결과	유조선이 바다로 나갔다.	해양생물들이 떼죽음을 당했다.	2
2811	냄새를 맡기가 어렵다.	원인	코감기에 걸렸다.	목감기에 걸렸다.	1
2812	남자가 이를 닦았다.	원인	남자가 음식을 먹었다.	남자가 음식을 했다.	1
2813	운동을 열심히 했다.	결과	근육통이 생겼다.	살이 많이 쪘다.	1
2814	여자는 엑스레이 사진을 찍었다.	원인	여자는 건강검진을 받는다.	여자는 병원에서 근무한다.	1
2815	타이어에 펑크가 났다.	원인	정비사를 불렀다.	쇼핑몰에 갔다.	1
2816	페트병에 뜨거운 물을 넣었다.	결과	페트병이 찌그러졌다.	페트병이 유리병이 되었다.	1
2817	물티슈가 말랐다.	원인	물티슈를 물에 적셨다.	물티슈를 꺼내서 오래 두었다.	2
2818	책장을 새로 샀다.	원인	책이 너무 많아서 둘 곳이 없다.	책이 하나도 없다.	1
2819	자고 일어났더니, 남자의 허리가 배겼다.	결과	남자가 침대 매트리스를 새로 샀다.	남자가 침대 시트를 새로 샀다.	1
2820	마커로 종이에 글씨를 썼다.	결과	종이학이 만들어졌다.	종이 뒤편에 글씨가 비친다.	2
2821	신나는 음악이 흘러나왔다.	결과	사람들이 앉는다.	사람들이 춤을 춘다.	2
2822	강아지와 산책을 하다가, 여성이 공중에 간식을 던졌다.	결과	강아지가 뛰어서 간식을 먹었다.	강아지가 오줌을 쌌다.	1
2823	냉방병에 걸렸다. 	원인	에어컨을 너무 많이 쐬었다. 	히터를 너무 많이 쐬었다. 	1
2824	늦잠을 잤다.	원인	자기 전에 알람을 맞췄다.	자기 전에 알람 맞추는 것을 잊어버렸다.	2
2825	상한 음식을 먹었다. 	결과	식중독에 걸렸다. 	다리가 아프다. 	1
2826	잉크가 다 닳은 볼펜으로 수첩에 선을 그었다.	결과	수첩에 검은 선이 그려졌다.	수첩에 아무런 선도 그어지지 않았다.	2
2827	은행잎을 책 속에 끼우고 덮는다.	결과	은행에서 현금을 인출한다.	말린 은행잎을 책갈피로 썼다.	2
2828	자다가 이불에 오줌을 쌌다.	결과	이불을 빤다.	이불을 덮고 잔다.	1
2829	흙탕물을 오래 가만히 놔두었다.	결과	물이 맑아졌다.	물의 색이 빨갛게 변했다.	1
2830	집에 도둑이 들었다.	결과	경찰에 신고한다.	병원에 전화한다.	1
2831	세면대의 물이 내려가지 않는다.	원인	세면대가 막혔다.	세면대 청소를 했다.	1
2832	칠판에 유성매직으로 글자를 썼다.	결과	글자가 지워진다.	글자가 지워지지 않는다.	2
2833	간호사가 환자에게 진통제를 투여했다.	원인	환자의 병이 완치되었다.	환자가 고통을 호소했다.	2
2834	여자가 남자친구와 헤어졌다.	원인	여자의 남자친구가 바람을 폈다.	여자의 남자친구가 졸업을 했다.	1
2835	공기가 습해졌다.	원인	비가 많이 왔다.	비가 오지 않았다.	1
2836	펜에 잉크가 없다.	결과	펜으로 사인을 했다.	연필을 사용했다.	2
2837	흔들리는 자동차 안에서 책을 읽었다.	결과	속이 울렁거린다.	책이 많이 팔린다.	1
2838	서퍼들이 서핑을 중단했다.	결과	서핑 도중, 상어를 보았다.	서핑하기 좋은 파도를 보았다.	1
2839	어항에 산소 공급기를 넣었다.	결과	어항에 공기방울이 뽀글거린다.	어항의 물이 매우 잔잔하다.	1
2840	해가 지고 있다.	결과	기온이 떨어진다.	기온이 올라간다.	1
2841	그 가족은 피크닉을 가려고 한다.	원인	날씨가 화창하다.	날씨가 우중충하다.	1
2842	여자는 이가 아프다.	원인	여자는 충치가 생겼다.	여자는 양치를 했다.	1
2843	비닐봉지를 뭉쳐 손 안에서 굴린다.	결과	바스락거리는 소리가 난다.	아무 소리도 나지 않는다.	1
2844	민들레 홀씨를 세게 불었다.	결과	민들레가 죽었다.	민들레 홀씨가 날아갔다.	2
2845	염소가 풀을 뜯어먹었다.	결과	염소가 튼튼해졌다.	염소가 사라졌다.	2
2846	붕어빵을 베어물었다.	결과	팥이 나왔다.	붕어 낚시에 성공했다.	1
2847	남자의 모자가 날라갔다.	원인	바깥에 바람이 많이 분다.	바깥에 바람이 불지 않는다.	1
2848	알맞게 익은 군고구마를 반으로 쪼갰다.	결과	고구마가 딱딱해서 쪼개지지 않았다.	노란 속살이 드러났다.	2
2849	아메리카노가 쓰다.	원인	아메리카노에 물을 많이 넣었다.	아메리카노에 물을 적게 넣었다.	2
2850	여자가 에어팟 한 쪽을 하수구에 떨어 뜨렸다.	결과	여자가 중고나라에서 에어팟 한 쪽을 구매했다.	여자가 에어팟을 충전시켰다.	1
2851	빗자루로 바닥을 쓸었다.	결과	빗자루가 하늘을 날았다.	바닥의 먼지가 쓸렸다.	2
2852	욕실 물때를 락스로 청소했다.	결과	욕실에 락스 냄새가 진동한다.	욕실에 물때 냄새가 진동한다.	1
2853	A는 같은 반 친구를 때려서 실명시켰다.	결과	A가 소년원에 갔다.	A가 사망했다.	1
2854	중이염이 생겼다.	결과	귀에 먹먹한 통증이 느껴졌다.	혀가 껄끄럽고 아팠다.	1
2855	남자의 목이 쉬었다.	원인	그는 감기에 걸렸다.	그는 담배를 끊었다.	1
2856	사냥꾼이 곰에게 총을 쏘아 맞혔다.	결과	곰이 물고기를 잡았다.	곰이 쓰러졌다.	2
2857	계란을 상온에서 사흘간 보관했다.	결과	계란이 상했다.	계란이 신선해졌다.	1
2858	창문이 덜컹거린다. 	원인	바람이 많이 분다. 	나의 바람이 이루어졌다. 	1
2859	커플링을 맞췄다.	원인	커플이 헤어졌다.	커플이 기념일을 맞았다.	2
2860	편지지를 구매했다.	결과	친구에게 생일 편지를 썼다.	친구에게 이메일을 보냈다.	1
2861	과녁에 박힌 화살을 뺐다.	결과	과녁에 구멍이 생겼다.	과녁에 구멍이 사라졌다.	1
2862	알로에젤을 햇빛에 탄 얼굴에 발랐다.	결과	얼굴 피부가 검어진다.	햇빛에 탄 얼굴 피부가 진정된다.	2
2863	수도관 공사가 시작되었다.	결과	단수가 되었다.	온수가 잘 나온다.	1
2864	손이 끈적거린다.	원인	손을 씻었다.	손에 오물이 묻었다.	2
2865	경찰이 그 남자를 제압했다.	원인	그 남자는 강도범이다.	경찰서가 문을 닫았다.	1
2866	차가 뜨겁다.	결과	차를 식혀 마셨다.	차를 더 끓였다.	1
2867	안경을 새로 맞추었다.	원인	시력이 많이 저하되었다.	눈이 잘 보인다.	1
2868	창 밖이 너무 밝다.	결과	커튼을 친다.	조명을 켠다.	1
2869	머리에 과산화수소를 발랐다.	결과	머리카락이 말랐다.	머리카락이 탈색되었다.	2
2870	벌에게 팔을 쏘였다.	결과	벌집의 꿀을 맛보았다.	벌침이 팔에 박혔다.	2
2871	수영복이 물에 젖었다.	결과	탈수기에 수영복을 넣고 작동시킨다.	수영복이 찢어진다.	1
2872	화장실 청소를 오랫동안 하지 않았다.	결과	화장실에서 피톤치드 냄새가 난다.	화장실에서 지린내가 난다.	2
2873	집에서 타는 냄새가 난다.	원인	쿠키를 너무 오랫동안 구웠다.	쿠키를 알맞은 시간동안 구웠다.	1
2874	생 옥수수 알들을 프라이팬에 넣고 달구었다.	결과	옥수수 알들이 더 딱딱해진다.	옥수수 알들이 튀겨져 팝콘이 된다.	2
2875	치약 튜브를 쥐어 짰다.	결과	튜브에서 치약이 나왔다.	치약이 굳었다.	1
2876	여자가 직장에 나오지 않았다.	결과	상사가 여자를 칭찬했다.	상사가 여자를 혼냈다.	2
2877	여성이 제습기를 구입했다.	원인	여성의 방은 건조하다.	여성의 방은 습하다.	2
2878	여자는 체력이 약했다.	결과	여자는 쉽게 지쳤다.	여자는 쉽게 운동했다.	1
2879	보석 절도범들이 검거되었다.	결과	보석은 원래 주인들에게 돌아갔다.	절도범들은 보석을 훔친다.	1
2880	나는 탈진했다.	원인	밤을 샜다.	어제 잠을 충분히 잤다.	1
2881	전등에 불이 켜지지 않는다.	원인	전구가 수명이 다 되었다.	주변이 환해졌다.	1
2882	머리가 부드러워졌다.	원인	샤워할 때 바디워시를 사용했다.	샤워할 때 린스를 사용했다.	2
2883	남성의 턱에 수염이 자랐다.	결과	남성은 늦잠을 잔다.	남성은 면도를 한다.	2
2884	바나나가 썩었다.	원인	바나나를 어제 시장에서 샀다.	바나나를 실온에 1달간 두었다.	2
2885	남자는 점심을 먹지 못했다.	결과	남자는 오후 내내 배가 고팠다.	남자는 오후 내내 배가 불렀다.	1
2886	폭우가 내렸다.	결과	강물이 말랐다.	강물이 불어났다.	2
2887	머리카락이 너무 길어졌다.	결과	사우나에 간다.	미용실에 간다.	2
2888	남자가 눈썹을 다듬었다.	원인	남자의 눈썹이 잘 정리되어 있었다.	남자의 눈썹이 정리되어 있지 않았다.	2
2889	의사가 환자에게 의수를 주었다.	원인	환자의 다리가 절단 되었다.	의사가 환자의 수술을 준비하고 있다.	1
2890	알통이 생겼다.	원인	달리기를 열심히 했다.	아령 운동을 열심히 했다.	2
2891	여성이 강원도 사투리를 사용했다.	원인	여성은 강원도 출신이었다.	여성은 전라도 출신이었다.	1
2892	엑스레이를 찍었다.	원인	뼈가 부러졌다.	적절한 치료를 받는다.	1
2893	립밤을 발랐다.	원인	입술이 텄다.	입술에 립스틱이 묻었다.	1
2894	산에 가서 약수터에서 물을 마셨다.	원인	 목이 말랐다.	물을 충분히 마셨다.	1
2895	책을 끝까지 다 읽지 못했다	원인	책이 짧고 읽기가 쉬웠다	책이 어렵고 지루했다	2
2896	남성이 라식 수술을 했다.	원인	남성은 시력이 좋았다.	남성은 시력이 나빴다.	2
2897	햄스터 주위에 곡물 껍질이 흩어져 있다.	원인	햄스터가 물을 마셨다.	햄스터가 곡물을 까 먹었다.	2
2898	청경채가 흐물흐물 해졌다.	원인	청경채를 차가운 물에 넣었다.	청경채를 뜨거운 물에 데쳤다.	2
2899	자전거가 저절로 굴러갔다.	원인	자전거가 평지에 있었다.	자전거가 내리막길에 있었다.	2
2900	산 속에 고립이 되었다.	원인	폭설이 내렸다.	폭설이 올 예정이다.	1
2901	입술에 피가 난다.	원인	손톱을 물어뜯었다.	입술 각질을 뜯었다.	2
2902	여자가 마지막 시험인 도로주행에 합격했다.	결과	여자가 운전면허 자격증을 땄다.	여자가 운전면허 시험에서 떨어졌다.	1
2903	남성은 무릎의 통증을 호소한다.	결과	남성은 길을 걷다가 넘어졌다.	남성은 진통제를 먹는다.	2
2904	여성이 백신을 맞았다.	결과	해당 병에 면역이 생겼다.	해당 병에 면역력이 악화되었다.	1
2905	냄비가 까맣게 탔다.	결과	냄비를 버렸다.	냄비에 끓인 음식이 맛있다.	1
2906	고약한 냄새가 난다.	원인	누군가 방귀를 꼈다.	누군가 섬유향수를 뿌렸다.	1
2907	장바구니에 있던 계란이 깨졌다.	원인	장을 보러 갔다.	장바구니를 바닥에 세게 내려 놓았다.	2
2908	아이스크림을 떨어트렸다.	결과	아이스크림이 떨어졌다.	아이스크림이 가격이 높다.	1
2909	남자가 손을 데였다.	원인	남자가 차가운 냄비를 만졌다.	남자가 뜨거운 냄비를 만졌다.	2
2910	나무 바닥에 무거운 물건을 떨어트렸다.	결과	바닥이 깨끗해졌다.	바닥에 찍힌 자국이 생겼다.	2
2911	도로에 바퀴 자국이 길게 났다.	원인	모두가 서행을 한다.	누군가 급히 브레이크를 밟았다.	2
2912	대통령 선거를 했다.	원인	대통령이 공약을 모두 지켰다.	대통령의 임기가 다 되었다.	2
2913	열이 높고 콧물이 난다.	원인	법에 걸렸다.	감기에 걸렸다.	2
2914	한 남성이 여성에게 고백했다.	결과	여성은 고백을 거절했다.	여성은 남성을 질투했다.	1
2915	비행기가 연착되었다.	원인	소나기가 내리기 시작했다.	범인이 같은 비행기에 탔다.	1
2916	자동차에 치였다.	결과	면허를 박탈당했다.	부상을 입고 입원했다.	2
2917	사람들에게 미안하다고 이야기했다.	원인	핸드폰이 시끄럽게 울렸다.	핸드폰을 껐다.	1
2918	나뭇잎이 떨어졌다.	원인	봄이 되었다.	가을이 되었다.	2
2919	남자는 회사에 지각했다.	원인	남자는 알람을 끄고 제 때 일어났다.	남자는 알람을 끄고 다시 잤다.	2
2920	운동을 열심히 했다.	결과	땀이 났다.	눈물이 났다.	1
2921	피부를 손으로 때렸다.	결과	피부가 빨갛게 부어올랐다.	피부의 온도가 내려갔다.	1
2922	아이가 역사 공부를 열심히 했다.	결과	수학 시험에서 좋은 성적을 거두었다.	역사 시험에서 좋은 성적을 거두었다.	2
2923	아이가 글쓰기 대회에서 상을 받았다.	원인	아이는 글자를 쓸 줄 모른다.	아이는 글솜씨가 좋다.	2
2924	화분에 물을 줬다.	결과	화분 흙이 말랐다.	화분 흙이 젖었다.	2
2925	여자가 검도복을 입었다.	원인	여자가 검도장에 갔다.	여자가 태권도장을 갔다.	1
2926	문 앞에 있는 택배가 잔뜩 젖었다.	원인	밖의 날씨가 화창하다.	밖에 비가 온다.	2
2927	음식물 쓰레기 봉지를 열어두었다.	결과	방에서 냄새가 났다.	방의 악취가 사라졌다.	1
2928	몸이 따뜻해졌다.	원인	이불을 걷었다.	이불을 덮었다.	2
2929	여자는 영화를 볼 수 없었다.	원인	영화표가 모두 매진되었다.	영화가 새로 개봉했다.	1
2930	영화 티켓이 있는데 영화를 보지 못했다.	원인	영화가 재미있다.	영화 상영 시간에 늦었다.	2
2931	선생님이 학생에게 칠판 주변 청소를 부탁했다.	원인	칠판 주변이 더럽다.	칠판 주변이 깨끗하다.	1
2932	더운 여름 날 음식을 상온에 오래 두었다.	결과	음식이 부패했다. 	음식이 신선하게 유지되었다.	1
2933	잔디가 무성해졌다.	원인	계절이 여름이 되었다.	계절이 겨울이 되었다.	1
2934	어린이가 넘어졌다.	원인	어린이가 세차게 달렸다.	어린이가 조심스럽게 걸었다.	1
